X,Y,구군
35.166335,129.042861,부산진구
35.148433, 128.894449,강서구
35.125412, 129.093819,남구
35.076967, 129.063924,영도구
35.082549, 129.016884,서구
35.128808, 129.045598,동구
35.228322, 129.024416,북구
35.294067, 129.201016,기장군
35.185384, 129.154715,해운대구
35.209920, 129.078622,동래구
35.183731, 129.083325,연제구
35.258282, 129.091249,금정구
35.089980, 128.976706,사하구
35.159791, 129.116731,수영구
35.104573, 129.032859,중구
35.161050, 128.989666,사상구
