BUSLINENUM,ORD,NAME,SIGUNNAME,GUNAME,DONGNAME,X,Y,UNIQUEID,BUSSTOPID
1,1,기점,부산광역시,수영구,민락동,129.12711515,35.159514573,,21140601002
1,2,MBC방송국,부산광역시,수영구,민락동,129.12641551,35.159658393,14034,21140601013
1,3,민락동골목시장,부산광역시,수영구,민락동,129.12304535,35.158969479,14037,21140601006
1,4,광안농협앞,부산광역시,수영구,광안2동,129.12002188,35.157650246,14067,21140571002
1,5,광안리해수욕장,부산광역시,수영구,광안2동,129.11661281,35.155443027,14065,21140571001
1,6,광안리입구,부산광역시,수영구,광안2동,129.11424442,35.156936914,14063,21140571008
1,7,광안역,부산광역시,수영구,광안2동,129.11338809,35.158245312,14062,21140571010
1,8,수영역,부산광역시,수영구,광안1동,129.11443618,35.16328184,14054,21140561008
1,9,수영사적공원,부산광역시,수영구,수영동,129.11304584,35.168963956,14049,21140531010
1,10,수영아파트,부산광역시,수영구,수영동,129.1107937,35.17049967,14017,21140531012
1,11,망미역,부산광역시,수영구,망미1동,129.10720726,35.171922029,14007,21140541003
1,12,부산지방병무청,부산광역시,수영구,망미1동,129.10351343,35.172874633,14045,21140541005
1,13,망미중소기업은행,부산광역시,수영구,망미1동,129.10027277,35.173244224,14011,21140541008
1,14,배산역,부산광역시,연제구,연산6동,129.09553304,35.173629436,13093,21130601004
1,15,한독아파트,부산광역시,연제구,연산6동,129.08909183,35.174443735,13100,21130601001
1,16,신리삼거리,부산광역시,연제구,연산7동,129.08761381,35.174656575,13101,21130611006
1,17,연제구청,부산광역시,연제구,연산2동,129.08265803,35.175280167,13107,21130561005
1,18,세정상업고등학교,부산광역시,부산진구,양정2동,129.07649765,35.175082725,5005,21050571003
1,19,양정역,부산광역시,부산진구,양정2동,129.07304454,35.173742698,5011,21050571009
1,20,양정역,부산광역시,,,129.06995916,35.17153877,5703,50000002616
1,21,송상현광장,부산광역시,,,129.065461,35.166393364,5705,50000002618
1,22,부전역,부산광역시,,,129.06320896,35.163043392,5707,50000002620
1,23,부전시장,부산광역시,,,129.06108475,35.160403116,5709,50000002621
1,24,롯데호텔백화점(서면역),부산광역시,부산진구,부전1동,129.05556069,35.157856205,5190,21050511015
1,25,부암역,부산광역시,부산진구,범천4동,129.04898762,35.157336938,5194,21050791010
1,26,부암역,부산광역시,부산진구,범천4동,129.04834539,35.156667412,5195,21050791011
1,27,롯데호텔백화점(서면역),부산광역시,부산진구,부전2동,129.05677779,35.157375147,5321,21050521024
1,28,부전시장,부산광역시,,,129.06075842,35.159647187,5708,50000002622
1,29,송상현광장,부산광역시,,,129.06531203,35.165927302,5706,50000002619
1,30,양정역,부산광역시,,,129.06987644,35.171089605,5704,50000002617
1,31,양정역,부산광역시,부산진구,양정2동,129.0723865,35.173241094,5014,21050571005
1,32,세정상업고등학교,부산광역시,부산진구,양정2동,129.07658697,35.174885134,5009,21050571004
1,33,연제구청,부산광역시,연제구,연산2동,129.08125272,35.175247474,13106,21130561004
1,34,신리삼거리,부산광역시,연제구,연산7동,129.08722325,35.174457081,13104,21130611001
1,35,한독아파트,부산광역시,연제구,연산3동,129.09135931,35.173934552,13098,21130571024
1,36,배산역,부산광역시,연제구,연산3동,129.09524166,35.173413473,13094,21130571003
1,37,망미중소기업은행,부산광역시,수영구,망미1동,129.10004429,35.173014063,14014,21140541004
1,38,부산지방병무청,부산광역시,수영구,망미1동,129.10338618,35.172665338,14052,21140541007
1,39,망미역,부산광역시,수영구,광안3동,129.10711236,35.171681459,14009,21140581001
1,40,수영아파트,부산광역시,수영구,광안3동,129.11110869,35.17001993,14015,21140581004
1,41,수영사적공원,부산광역시,수영구,광안3동,129.11356699,35.168347818,14051,21140581007
1,42,수영교차로(수영역),부산광역시,수영구,광안3동,129.11478736,35.166234265,14089,21140581006
1,43,수영구보건소,부산광역시,수영구,광안1동,129.11403055,35.162761887,14056,21140561009
1,44,광안시장(광안역),부산광역시,수영구,광안4동,129.11347748,35.160129867,14060,21140591001
1,45,광안리입구,부산광역시,수영구,광안2동,129.1145577,35.156534913,14064,21140571015
1,46,광안리해수욕장,부산광역시,수영구,민락동,129.11905564,35.155963042,14068,21140601007
1,47,동방시장,부산광역시,수영구,민락동,129.12178755,35.158650147,14038,21140601027
1,48,민락동골목시장,부산광역시,수영구,민락동,129.1236734,35.158827902,14036,21140601008
1,49,기점,부산광역시,수영구,민락동,129.12697176,35.159487451,,21140601030
10,1,연제공용버스차고지,부산광역시,,,129.05317216,35.185242802,13179,50000001059
10,2,초읍고개,부산광역시,,,129.05408902,35.185475133,13183,50000002492
10,3,개인택시조합,부산광역시,연제구,거제2동,129.05571054,35.186785789,13132,21130521003
10,4,부산의료원,부산광역시,연제구,거제2동,129.06057923,35.188256738,13123,21130521007
10,5,삼정그린아파트,부산광역시,연제구,거제2동,129.06302573,35.189482877,13029,21130521008
10,6,사직실내수영장,부산광역시,,,129.06354326,35.192113571,13170,50000001064
10,7,아시아드주경기장,부산광역시,,,129.06033788,35.191465266,13172,50000001062
10,8,사직119안전센터,부산광역시,,,129.05885016,35.194716722,13174,50000001060
10,9,사직여중,부산광역시,동래구,사직2동,129.05637436,35.19497738,6103,21060591019
10,10,사직여고,부산광역시,동래구,사직2동,129.05362181,35.197242022,6105,21060591001
10,11,사직중학교,부산광역시,동래구,사직2동,129.05431037,35.199429174,6106,21060591005
10,12,사직초등학교,부산광역시,동래구,사직2동,129.0558273,35.200587898,6107,21060591006
10,13,사직2동주민센터,부산광역시,동래구,사직2동,129.05691286,35.200287758,6108,21060591007
10,14,삼익아파트,부산광역시,동래구,사직2동,129.0588327,35.199657056,6111,21060591008
10,15,국민시장,부산광역시,동래구,사직2동,129.0599718,35.198884889,6112,21060591009
10,16,사직야구장,부산광역시,동래구,사직2동,129.06074458,35.196239309,6125,21060591017
10,17,사직운동장,부산광역시,동래구,사직1동,129.0651848,35.196400748,6129,21060581001
10,18,여명중학교,부산광역시,동래구,사직3동,129.06999297,35.195897301,6133,21060601004
10,19,대선주조,부산광역시,연제구,거제1동,129.07265924,35.196449255,13001,21130511001
10,20,화신아파트,부산광역시,연제구,거제1동,129.07505353,35.198214558,13002,21130511002
10,21,교대역,부산광역시,,,129.07963346,35.196625614,13701,50000002604
10,22,동해선 교대역,부산광역시,,,129.07954494,35.194230067,13713,50000002605
10,23,거제1치안센터,부산광역시,연제구,거제1동,129.07755065,35.191281127,13011,21130511016
10,24,법원검찰청(거제역),부산광역시,연제구,거제1동,129.07502745,35.189662304,13137,21130511003
10,25,경남아파트,부산광역시,연제구,거제3동,129.07162343,35.18637276,13026,21130531003
10,26,동해선 거제해맞이역,부산광역시,연제구,거제3동,129.06940504,35.181774913,13031,21130531009
10,27,유림아시아드아파트(거제초교),부산광역시,부산진구,양정1동,129.06740573,35.176522498,13035,21050561013
10,28,하마정,부산광역시,부산진구,양정1동,129.06728911,35.174472576,5027,21050561001
10,29,양정대원칸타빌,부산광역시,부산진구,양정1동,129.06717516,35.171446059,5026,21050561009
10,30,송상현광장,부산광역시,,,129.065461,35.166393364,5705,50000002618
10,31,부전역,부산광역시,,,129.06320896,35.163043392,5707,50000002620
10,32,부전시장,부산광역시,,,129.06108475,35.160403116,5709,50000002621
10,33,서면역 서면지하상가,부산광역시,,,129.05901913,35.15594596,5711,50000002623
10,34,서면한전,부산광역시,,,129.05903807,35.153215115,5713,50000002626
10,35,범내골,부산광역시,부산진구,범천1동,129.05901888,35.149034505,5229,21050771015
10,36,중앙시장,부산광역시,부산진구,범천1동,129.05910343,35.144074647,5215,21050771001
10,37,범일동국민은행,부산광역시,동구,범일2동,129.06087836,35.13892595,3146,21030661002
10,38,문현교차로,부산광역시,남구,문현3동,129.07145781,35.137088489,7048,21070681004
10,39,문현3동주민센터,부산광역시,남구,문현3동,129.0712406,35.138853058,7039,21070681010
10,40,문현삼거리,부산광역시,남구,문현3동,129.07305116,35.141673658,7038,21070681005
10,41,현대주유소,부산광역시,남구,문현3동,129.07601158,35.143311906,7030,21070681007
10,42,대연SK뷰아파트,부산광역시,남구,대연6동,129.07872788,35.141372903,7028,21070561001
10,43,연포초등학교,부산광역시,남구,대연6동,129.08310776,35.138156812,7026,21070561006
10,44,부산세무고,부산광역시,남구,대연6동,129.08669893,35.137998948,7024,21070561007
10,45,대연교회,부산광역시,남구,대연5동,129.09076823,35.138047198,7022,21070551002
10,46,대연초등학교,부산광역시,남구,대연5동,129.0914643,35.136521769,7021,21070551007
10,47,대연동제일은행,부산광역시,남구,대연1동,129.09486845,35.135325452,7015,21070511003
10,48,경성대학교입구,부산광역시,남구,대연3동,129.10036905,35.136376811,7010,21070531028
10,49,부경대대연캠퍼스,부산광역시,남구,대연3동,129.10105863,35.132345149,7012,21070531016
10,50,유엔평화공원,부산광역시,,,129.10109039,35.127638981,7215,50000001869
10,51,한국산업인력공단 남부지사,부산광역시,남구,대연3동,129.10151713,35.127141496,7121,21070531020
10,52,동명대학교정문,부산광역시,남구,용당동,129.09906736,35.122752882,7119,21070611006
10,53,동명대학교정문,부산광역시,남구,용당동,129.09939793,35.122598472,7120,21070611005
10,54,한국산업인력공단 남부지사,부산광역시,남구,대연3동,129.1019278,35.127116367,7122,21070531017
10,55,대천중학교,부산광역시,남구,대연3동,129.10316371,35.127961197,7123,21070531018
10,56,도로교통공단,부산광역시,남구,대연3동,129.10318404,35.130938439,7126,21070531022
10,57,부경대대연캠퍼스,부산광역시,남구,대연3동,129.10128039,35.132876888,7011,21070531023
10,58,경성대학교입구,부산광역시,남구,대연3동,129.10070439,35.136423362,7009,21070531026
10,59,경성대학교,부산광역시,남구,대연3동,129.09794402,35.136544139,7013,21070531025
10,60,대연사거리(대연역),부산광역시,남구,대연5동,129.09340692,35.135320515,7018,21070551005
10,61,대연초등학교,부산광역시,남구,대연5동,129.09182482,35.136184209,7020,21070551004
10,62,대연교회,부산광역시,남구,대연5동,129.09019752,35.138179704,7023,21070551001
10,63,부산세무고,부산광역시,남구,대연6동,129.08609541,35.138170833,7025,21070561002
10,64,연포초등학교,부산광역시,남구,대연6동,129.08148813,35.13855302,7027,21070561005
10,65,대연SK뷰아파트,부산광역시,남구,문현1동,129.07895587,35.141462864,7029,21070661005
10,66,현대주유소,부산광역시,,,129.07601831,35.143517128,7217,50000002160
10,67,문현삼거리,부산광역시,,,129.07274978,35.141604066,7218,50000002161
10,68,문현3동주민센터,부산광역시,남구,문현3동,129.07097524,35.138988259,7040,21070681006
10,69,문현교차로,부산광역시,남구,문현3동,129.07012936,35.137137479,7046,21070681003
10,70,자성대,부산광역시,동구,범일2동,129.0624202,35.137370742,3143,21030661016
10,71,범일역,부산광역시,동구,범일2동,129.05956824,35.139853874,3147,21030661024
10,72,중앙시장,부산광역시,부산진구,범천1동,129.05953217,35.142718584,5219,21050771016
10,73,상공회의소,부산광역시,부산진구,범천1동,129.0610247,35.14776933,5223,21050771010
10,74,지오플레이스,부산광역시,부산진구,전포3동,129.06321398,35.149194042,5238,21050621003
10,75,경남공고,부산광역시,,,129.06250452,35.151986874,5349,50000000663
10,76,부전도서관,부산광역시,부산진구,전포1동,129.06249034,35.154972027,5281,21050601003
10,77,전포초등학교,부산광역시,부산진구,전포2동,129.06242757,35.159993477,5251,21050611005
10,78,송상현광장,부산광역시,,,129.06531203,35.165927302,5706,50000002619
10,79,양정대원칸타빌,부산광역시,부산진구,양정1동,129.06752733,35.170648573,5023,21050561011
10,80,하마정,부산광역시,연제구,거제3동,129.06809963,35.17674541,13037,21130531002
10,81,동해선 거제해맞이역,부산광역시,연제구,거제3동,129.07027044,35.182403929,13033,21130531004
10,82,경남아파트,부산광역시,연제구,거제3동,129.07222431,35.186221357,13028,21130531011
10,83,법원검찰청(거제역),부산광역시,연제구,거제1동,129.07529557,35.189193652,13012,21130511005
10,84,거제1치안센터,부산광역시,연제구,거제1동,129.0781153,35.191072519,13010,21130511021
10,85,교대역,부산광역시,연제구,거제1동,129.07993572,35.196711758,13003,21130511015
10,86,화신아파트,부산광역시,동래구,사직3동,129.07582942,35.198780641,6140,21060601001
10,87,대선주조,부산광역시,동래구,사직3동,129.0720732,35.196614956,6135,21060601010
10,88,여명중학교,부산광역시,동래구,사직3동,129.06907958,35.196009784,6132,21060601006
10,89,사직운동장,부산광역시,동래구,사직1동,129.06518665,35.195167608,6126,21060581002
10,90,사직야구장,부산광역시,동래구,사직1동,129.06222933,35.196107192,6131,21060581005
10,91,사직사거리,부산광역시,동래구,사직1동,129.06030732,35.19844498,6122,21060581003
10,92,삼익아파트,부산광역시,동래구,사직1동,129.0594075,35.199625856,6110,21060581006
10,93,사직2동주민센터,부산광역시,동래구,사직2동,129.05681386,35.200496677,6109,21060591012
10,94,사직초등학교,부산광역시,동래구,사직2동,129.05529068,35.200516792,6114,21060591013
10,95,사직중학교,부산광역시,,,129.05395138,35.199409367,6254,50000002491
10,96,동인고등학교,부산광역시,동래구,사직2동,129.05314666,35.197947731,6116,21060591003
10,97,사직여고,부산광역시,동래구,사직2동,129.05357299,35.196616915,6117,21060591004
10,98,원광사,부산광역시,동래구,사직2동,129.0541156,35.194783448,6104,21060591010
10,99,사직여중,부산광역시,동래구,사직2동,129.05680114,35.194810211,6119,21060591014
10,100,사직119안전센터,부산광역시,,,129.05858509,35.194653644,13175,50000001061
10,101,아시아드주경기장,부산광역시,,,129.05933719,35.192158178,13173,50000001066
10,102,사직실내수영장,부산광역시,,,129.06245539,35.191636474,13171,50000001063
10,103,홈플러스,부산광역시,,,129.0646545,35.191779234,13176,50000001065
10,104,삼정그린아파트,부산광역시,연제구,거제2동,129.0633256,35.190052084,13030,21130521010
10,105,부산의료원,부산광역시,연제구,거제2동,129.06034185,35.188575634,13130,21130521011
10,106,국가기록원 역사기록관,부산광역시,연제구,거제2동,129.05554489,35.187156113,13131,21130521012
10,107,연제공용버스차고지,부산광역시,,,129.05332954,35.185501534,,50000002301
100,1,청강리공영차고지(종점),부산광역시,,,129.21268256,35.224256038,16265,50000000171
100,2,청강리공영차고지(입구),부산광역시,,,129.21321555,35.223865566,16264,50000000370
100,3,연화교차로,부산광역시,,,129.21243478,35.216950186,16334,50000000768
100,4,서암입구,부산광역시,,,129.22220569,35.21084176,16336,50000000770
100,5,기차여행,부산광역시,기장군,기장읍,129.22289401,35.208730736,16113,21310111108
100,6,해광사,부산광역시,기장군,기장읍,129.22403403,35.205390297,16078,21310111097
100,7,동암후문,부산광역시,기장군,기장읍,129.22271626,35.197591922,16098,21310111098
100,8,동암정문,부산광역시,기장군,기장읍,129.22182767,35.19615239,16097,21310111099
100,9,용궁사국립수산과학원,부산광역시,기장군,기장읍,129.22002275,35.194108433,16069,21310111100
100,10,동부산관광단지,부산광역시,기장군,기장읍,129.21509691,35.191240804,16096,21310111091
100,11,당사 양경마을,부산광역시,기장군,기장읍,129.21115882,35.186064892,16002,21310111092
100,12,공수,부산광역시,기장군,기장읍,129.21007822,35.183770277,16094,21310111093
100,13,송정해수욕장,부산광역시,해운대구,송정동,129.20397653,35.182476673,9089,21090561005
100,14,송정,부산광역시,해운대구,송정동,129.20208612,35.183535423,9022,21090561017
100,15,송정1단지주공,부산광역시,해운대구,송정동,129.19919077,35.181326237,9012,21090561014
100,16,부흥고 해운대백병원,부산광역시,해운대구,좌제1동,129.18034379,35.17409255,9043,21090661020
100,17,한라아파트,부산광역시,해운대구,좌제1동,129.18253934,35.170581361,9037,21090661012
100,18,영남아파트,부산광역시,해운대구,좌제2동,129.18271501,35.168690005,9032,21090671004
100,19,대우아파트,부산광역시,해운대구,좌제2동,129.18137186,35.167415918,9031,21090671005
100,20,현대아파트,부산광역시,해운대구,좌제2동,129.17844818,35.165553244,9026,21090671006
100,21,해운대보건소,부산광역시,해운대구,좌제2동,129.17940361,35.163744708,9020,21090671008
100,22,동백중학교,부산광역시,해운대구,중1동,129.17611901,35.162534131,9024,21090531010
100,23,미포 문탠로드입구,부산광역시,해운대구,중1동,129.17270664,35.161738341,9021,21090531004
100,24,중1동,부산광역시,해운대구,중1동,129.16754786,35.162208624,9084,21090531007
100,25,해운대구청,부산광역시,해운대구,중1동,129.16452496,35.16309075,9090,21090531008
100,26,해운대구청어귀삼거리,부산광역시,,,129.16165685,35.165254707,9731,50000002533
100,27,해운대도시철도역,부산광역시,,,129.15863863,35.163578357,9729,50000002531
100,28,운촌,부산광역시,,,129.15182515,35.160288798,9727,50000002530
100,29,동백역,부산광역시,,,129.14738703,35.161768962,9723,50000002211
100,30,부산문화여고,부산광역시,,,129.14468677,35.163200057,9721,50000002210
100,31,올림픽교차로,부산광역시,,,129.14047852,35.167600031,9719,50000002208
100,32,벡스코 시립미술관,부산광역시,,,129.13698972,35.170572558,9717,50000001999
100,33,동해선 벡스코역,부산광역시,,,129.13408257,35.171664655,9715,50000001997
100,34,센텀센시빌,부산광역시,,,129.13146564,35.174837729,9713,50000001996
100,35,센텀고등학교,부산광역시,,,129.12894406,35.177044828,9711,50000001994
100,36,동해선 센텀역,부산광역시,,,129.12551972,35.179574151,9709,50000001991
100,37,동부지청어귀 교차로,부산광역시,,,129.12247363,35.182727537,9707,50000001989
100,38,과정교,부산광역시,해운대구,재송1동,129.1189275,35.184600788,9331,21090641030
100,39,수영강푸르지오아파트,부산광역시,연제구,연산9동,129.11191129,35.184600686,13161,21130631027
100,40,연제예식장,부산광역시,연제구,연산9동,129.1094452,35.184607439,13163,21130631030
100,41,부산소방본부 교통정보서비스센터,부산광역시,연제구,연산9동,129.10729612,35.184902545,13082,21130631011
100,42,태광아파트,부산광역시,연제구,연산9동,129.10731361,35.186754782,13081,21130631018
100,43,토곡한양아파트,부산광역시,연제구,연산9동,129.10551856,35.1879848,13076,21130631020
100,44,연산8치안센터,부산광역시,연제구,연산9동,129.10186141,35.18785014,13074,21130631021
100,45,파크시티아파트입구,부산광역시,,,129.09854383,35.188001906,13169,50000001129
100,46,연천시장,부산광역시,연제구,연산8동,129.09625576,35.188399558,13070,21130621009
100,47,연동시장,부산광역시,연제구,연산1동,129.09280366,35.189449884,13065,21130551007
100,48,경동아파트,부산광역시,연제구,연산1동,129.09091178,35.190498881,13062,21130551008
100,49,연안교,부산광역시,연제구,연산1동,129.09048196,35.19277356,13061,21130551005
100,50,우성아파트,부산광역시,동래구,수민동,129.09292708,35.194955246,6164,21060511006
100,51,동래봉생병원,부산광역시,동래구,수민동,129.09542657,35.197133272,6165,21060511007
100,52,낙민역(동래고등학교),부산광역시,동래구,안락1동,129.09462507,35.199031907,6161,21060611020
100,53,동래시장,부산광역시,,,129.08803165,35.201015877,6711,50000002293
100,54,동래시장정문.수안치안센터,부산광역시,동래구,수민동,129.08556791,35.202911187,6251,21060511003
100,55,동래구청,부산광역시,동래구,복산동,129.08456472,35.204573614,6252,21060521001
100,56,복산동주민센터,부산광역시,동래구,복산동,129.08556668,35.206291812,6253,21060521002
100,57,명륜초등학교,부산광역시,동래구,명륜1동,129.08243598,35.208889179,6042,21060531023
100,58,동래구노인복지관,부산광역시,동래구,명륜2동,129.08328424,35.213494715,6040,21060541001
100,59,온천입구,부산광역시,동래구,명륜2동,129.08519585,35.216455174,6018,21060541002
100,60,온천장,부산광역시,동래구,온천1동,129.0835117,35.219539673,6013,21060551006
100,61,CGV동래,부산광역시,동래구,온천1동,129.08537264,35.222007013,6232,21060551030
100,62,금정초등학교,부산광역시,금정구,장전3동,129.08585105,35.225984451,11090,21110631002
100,63,부산대학교정문,부산광역시,금정구,장전3동,129.08695866,35.232361663,11080,21110631007
100,64,장전1치안센터,부산광역시,금정구,장전1동,129.08773808,35.235701229,11076,21110611008
100,65,장전역,부산광역시,금정구,장전1동,129.08802623,35.238398815,11071,21110611003
100,66,장전동어린이놀이터,부산광역시,금정구,장전1동,129.08636242,35.238126678,11074,21110611002
100,67,장전중앙교회,부산광역시,금정구,장전1동,129.08603553,35.235286148,11075,21110611006
100,68,현대아파트,부산광역시,금정구,장전1동,129.08551482,35.233257687,11079,21110611007
100,69,부산대학교정문,부산광역시,금정구,장전2동,129.08515764,35.231930291,11085,21110621006
100,70,부산대학교후문,부산광역시,금정구,장전3동,129.08539219,35.228512555,11089,21110631010
100,71,금정초등학교,부산광역시,금정구,장전3동,129.08568371,35.226741155,11091,21110631008
100,72,SK허브스카이,부산광역시,동래구,온천1동,129.08488774,35.221761726,6011,21060551009
100,73,온천장,부산광역시,동래구,온천1동,129.08344201,35.218287318,6023,21060551029
100,74,온천입구,부산광역시,동래구,명륜2동,129.08437768,35.216247145,6020,21060541005
100,75,동래구노인복지관,부산광역시,동래구,명륜2동,129.0830369,35.21361278,6036,21060541007
100,76,동래우체국,부산광역시,동래구,명륜1동,129.08222773,35.209421193,6045,21060531002
100,77,부산지방기상청,부산광역시,,,129.08196108,35.206847456,,50000002527
100,78,동래전화국,부산광역시,동래구,명륜1동,129.08262352,35.204144335,6071,21060531005
100,79,동래시장,부산광역시,,,129.0871758,35.201035144,6712,50000002294
100,80,낙민역(동래고등학교),부산광역시,동래구,수민동,129.09221098,35.199566573,6158,21060511031
100,81,동래봉생병원,부산광역시,동래구,수민동,129.09539156,35.197480834,6162,21060511009
100,82,우성아파트,부산광역시,동래구,수민동,129.09248864,35.194940158,6163,21060511010
100,83,경동아파트,부산광역시,연제구,연산1동,129.09104663,35.190070381,13063,21130551006
100,84,연동시장,부산광역시,연제구,연산8동,129.0945026,35.18857486,13069,21130621007
100,85,부산경상대학입구,부산광역시,연제구,연산8동,129.09822687,35.187726438,13071,21130621008
100,86,연산8치안센터,부산광역시,연제구,연산9동,129.10294431,35.187593037,13075,21130631015
100,87,토곡한양아파트,부산광역시,연제구,연산9동,129.10620739,35.187680755,13077,21130631016
100,88,태광아파트,부산광역시,연제구,연산9동,129.10696814,35.186878826,13080,21130631014
100,89,부산소방본부 교통정보서비스센터,부산광역시,연제구,연산9동,129.10810426,35.184388441,13158,21130631029
100,90,수영강푸르지오아파트,부산광역시,연제구,연산9동,129.11200742,35.184348035,13159,21130631028
100,91,과정교,부산광역시,해운대구,재송1동,129.11898058,35.18433314,9332,21090641031
100,92,동부지청어귀 교차로,부산광역시,,,129.12241466,35.1823591,9708,50000001990
100,93,동해선 센텀역,부산광역시,,,129.1251473,35.179603218,9710,50000001992
100,94,센텀고등학교,부산광역시,,,129.12843801,35.176999657,9712,50000001993
100,95,센텀센시빌,부산광역시,,,129.13101011,35.175255768,9714,50000001995
100,96,동해선 벡스코역,부산광역시,,,129.13317602,35.172041089,9716,50000001998
100,97,올림픽교차로 환승센터,부산광역시,해운대구,우2동,129.13809327,35.168270932,9718,21090521006
100,98,올림픽교차로,부산광역시,,,129.14000644,35.167802121,9720,50000002207
100,99,부산문화여고,부산광역시,,,129.14432876,35.163147823,9722,50000002209
100,100,동백역,부산광역시,,,129.14731636,35.16158548,9724,50000002212
100,101,운촌,부산광역시,,,129.1511218,35.160039962,9728,50000002529
100,102,해운대도시철도역,부산광역시,,,129.158407,35.163325661,9730,50000002532
100,103,해운대시장,부산광역시,해운대구,중1동,129.16322188,35.162245603,9107,21090531006
100,104,해운대온천사거리,부산광역시,해운대구,중1동,129.16461206,35.161632016,9086,21090531016
100,105,중1동,부산광역시,해운대구,중1동,129.16739529,35.162031126,9085,21090531009
100,106,미포 문탠로드입구,부산광역시,해운대구,중2동,129.17268813,35.161434152,9019,21090541007
100,107,동백중학교,부산광역시,해운대구,중2동,129.1771659,35.162378263,9023,21090541005
100,108,동백초등학교해운대보건소,부산광역시,해운대구,중2동,129.18005106,35.16376433,9025,21090541006
100,109,상록아파트,부산광역시,해운대구,좌제2동,129.17949225,35.165263696,9027,21090671009
100,110,대우아파트,부산광역시,해운대구,좌제2동,129.18044235,35.167425801,9030,21090671003
100,111,영남아파트,부산광역시,해운대구,좌제2동,129.18295202,35.168006596,9034,21090671002
100,112,벽산아파트,부산광역시,해운대구,좌제1동,129.18285299,35.170734867,9036,21090661015
100,113,신도시시장.아세안문화원,부산광역시,해운대구,좌제1동,129.18082565,35.174861197,9039,21090661007
100,114,송정1단지주공,부산광역시,해운대구,송정동,129.19971449,35.181483174,9011,21090561011
100,115,송정,부산광역시,해운대구,송정동,129.20132601,35.183475553,9009,21090561018
100,116,송정해수욕장,부산광역시,해운대구,송정동,129.20394286,35.182257301,9010,21090561006
100,117,공수,부산광역시,기장군,기장읍,129.21044739,35.183789452,16001,21310111094
100,118,당사 양경마을,부산광역시,기장군,기장읍,129.21168626,35.186695067,16095,21310111095
100,119,동부산관광단지,부산광역시,기장군,기장읍,129.21527005,35.191086692,16052,21310111096
100,120,용궁사국립수산과학원,부산광역시,기장군,기장읍,129.21981004,35.193700381,16003,21310111101
100,121,동암정문,부산광역시,기장군,기장읍,129.22229368,35.196330801,16079,21310111102
100,122,동암후문,부산광역시,기장군,기장읍,129.22327225,35.197956105,16080,21310111103
100,123,해광사,부산광역시,기장군,기장읍,129.22425653,35.205603578,16090,21310111104
100,124,기차여행,부산광역시,기장군,기장읍,129.22311813,35.208996068,16065,21310111109
100,125,서암입구,부산광역시,,,129.22245917,35.210877688,16337,50000000771
100,126,연화교차로,부산광역시,,,129.21254357,35.217114905,16335,50000000769
100,127,청강리공영차고지,부산광역시,,,129.21278771,35.224488407,16266,50000000170
100-1,1,송정해수욕장입구,부산광역시,해운대구,송정동,129.20118189,35.184414614,9008,21090561019
100-1,2,송정1단지주공,부산광역시,해운대구,송정동,129.19919077,35.181326237,9012,21090561014
100-1,3,신도시시장.아세안문화원,부산광역시,해운대구,좌제1동,129.18069824,35.175190786,9040,21090661016
100-1,4,동신아파트,부산광역시,해운대구,좌제1동,129.17920608,35.176398555,9046,21090661019
100-1,5,동부아파트,부산광역시,해운대구,좌제1동,129.17710167,35.177590404,9047,21090661010
100-1,6,대동상가,부산광역시,해운대구,좌제1동,129.17437147,35.178261577,9051,21090661022
100-1,7,대림1차아파트,부산광역시,해운대구,좌제1동,129.17219387,35.177613104,9054,21090661023
100-1,8,대림3차아파트,부산광역시,해운대구,좌제3동,129.16888356,35.175846418,9065,21090681009
100-1,9,신성아파트,부산광역시,해운대구,좌제3동,129.16802321,35.173444216,9071,21090681005
100-1,10,한일아파트,부산광역시,해운대구,좌제3동,129.17000474,35.172139837,9074,21090681008
100-1,11,코오롱아파트,부산광역시,해운대구,좌제3동,129.169126,35.170222077,9077,21090681016
100-1,12,순복음교회,부산광역시,해운대구,좌제3동,129.16769328,35.168446094,9080,21090681001
100-1,13,건널목삼거리,부산광역시,해운대구,우1동,129.16247003,35.166919493,9059,21090511003
100-1,14,해운대구청어귀삼거리,부산광역시,,,129.16165685,35.165254707,9731,50000002533
100-1,15,해운대도시철도역,부산광역시,,,129.15863863,35.163578357,9729,50000002531
100-1,16,운촌,부산광역시,,,129.15182515,35.160288798,9727,50000002530
100-1,17,동백역,부산광역시,,,129.14738703,35.161768962,9723,50000002211
100-1,18,부산문화여고,부산광역시,,,129.14468677,35.163200057,9721,50000002210
100-1,19,올림픽교차로,부산광역시,,,129.14047852,35.167600031,9719,50000002208
100-1,20,벡스코 시립미술관,부산광역시,,,129.13698972,35.170572558,9717,50000001999
100-1,21,동해선 벡스코역,부산광역시,,,129.13408257,35.171664655,9715,50000001997
100-1,22,센텀센시빌,부산광역시,,,129.13146564,35.174837729,9713,50000001996
100-1,23,센텀고등학교,부산광역시,,,129.12894406,35.177044828,9711,50000001994
100-1,24,동해선 센텀역,부산광역시,,,129.12551972,35.179574151,9709,50000001991
100-1,25,동부지청어귀 교차로,부산광역시,,,129.12247363,35.182727537,9707,50000001989
100-1,26,과정교,부산광역시,해운대구,재송1동,129.1189275,35.184600788,9331,21090641030
100-1,27,수영강푸르지오아파트,부산광역시,연제구,연산9동,129.11191129,35.184600686,13161,21130631027
100-1,28,연제예식장,부산광역시,연제구,연산9동,129.1094452,35.184607439,13163,21130631030
