"기준년월일","요일","시간대","발신지_시도","발신지_시군구","발신지_읍면동","통화건수"
"20170901","금","00","부산광역시","강서구","대저2동","5"
"20170901","금","00","부산광역시","강서구","신호동","5"
"20170901","금","00","부산광역시","금정구","구서동","9"
"20170901","금","00","부산광역시","기장군","기장읍","5"
"20170901","금","00","부산광역시","기장군","정관면","16"
"20170901","금","00","부산광역시","기장군","정관읍","5"
"20170901","금","00","부산광역시","남구","대연동","5"
"20170901","금","00","부산광역시","동구","수정동","5"
"20170901","금","00","부산광역시","동구","초량동","5"
"20170901","금","00","부산광역시","동래구","안락동","11"
"20170901","금","00","부산광역시","동래구","명륜동","5"
"20170901","금","00","부산광역시","부산진구","당감동","5"
"20170901","금","00","부산광역시","부산진구","범전동","5"
"20170901","금","00","부산광역시","부산진구","부암동","11"
"20170901","금","00","부산광역시","부산진구","부전동","5"
"20170901","금","00","부산광역시","부산진구","초읍동","5"
"20170901","금","00","부산광역시","북구","구포동","5"
"20170901","금","00","부산광역시","북구","금곡동","5"
"20170901","금","00","부산광역시","북구","덕천동","5"
"20170901","금","00","부산광역시","사상구","학장동","5"
"20170901","금","00","부산광역시","사하구","다대동","5"
"20170901","금","00","부산광역시","사하구","신평동","6"
"20170901","금","00","부산광역시","서구","부민동1가","5"
"20170901","금","00","부산광역시","수영구","광안동","5"
"20170901","금","00","부산광역시","연제구","연산동","11"
"20170901","금","00","부산광역시","영도구","영선동3가","5"
"20170901","금","00","부산광역시","해운대구","반송동","5"
"20170901","금","00","부산광역시","해운대구","반여동","5"
"20170901","금","00","부산광역시","해운대구","송정동","5"
"20170901","금","00","부산광역시","해운대구","우동","13"
"20170901","금","00","부산광역시","해운대구","재송동","5"
"20170901","금","00","부산광역시","해운대구","좌동","7"
"20170901","금","01","부산광역시","금정구","구서동","5"
"20170901","금","01","부산광역시","기장군","기장읍","6"
"20170901","금","01","부산광역시","기장군","정관면","12"
"20170901","금","01","부산광역시","기장군","정관읍","5"
"20170901","금","01","부산광역시","남구","대연동","6"
"20170901","금","01","부산광역시","남구","문현동","5"
"20170901","금","01","부산광역시","동래구","명륜동","5"
"20170901","금","01","부산광역시","동래구","명장동","5"
"20170901","금","01","부산광역시","동래구","안락동","5"
"20170901","금","01","부산광역시","동래구","온천동","5"
"20170901","금","01","부산광역시","부산진구","개금동","5"
"20170901","금","01","부산광역시","부산진구","부암동","8"
"20170901","금","01","부산광역시","부산진구","양정동","5"
"20170901","금","01","부산광역시","부산진구","연지동","5"
"20170901","금","01","부산광역시","부산진구","전포동","5"
"20170901","금","01","부산광역시","북구","구포동","5"
"20170901","금","01","부산광역시","사상구","괘법동","5"
"20170901","금","01","부산광역시","사상구","모라동","5"
"20170901","금","01","부산광역시","사상구","학장동","5"
"20170901","금","01","부산광역시","사하구","신평동","5"
"20170901","금","01","부산광역시","서구","부민동1가","5"
"20170901","금","01","부산광역시","수영구","광안동","5"
"20170901","금","01","부산광역시","수영구","남천동","5"
"20170901","금","01","부산광역시","연제구","연산동","5"
"20170901","금","01","부산광역시","해운대구","우동","8"
"20170901","금","01","부산광역시","해운대구","좌동","5"
"20170901","금","02","부산광역시","강서구","신호동","5"
"20170901","금","02","부산광역시","금정구","구서동","5"
"20170901","금","02","부산광역시","기장군","정관면","5"
"20170901","금","02","부산광역시","남구","대연동","5"
"20170901","금","02","부산광역시","동구","범일동","5"
"20170901","금","02","부산광역시","동래구","명륜동","5"
"20170901","금","02","부산광역시","동래구","안락동","5"
"20170901","금","02","부산광역시","부산진구","범전동","5"
"20170901","금","02","부산광역시","부산진구","범천동","5"
"20170901","금","02","부산광역시","부산진구","부암동","5"
"20170901","금","02","부산광역시","부산진구","부전동","5"
"20170901","금","02","부산광역시","부산진구","양정동","5"
"20170901","금","02","부산광역시","부산진구","초읍동","5"
"20170901","금","02","부산광역시","북구","구포동","6"
"20170901","금","02","부산광역시","사상구","학장동","5"
"20170901","금","02","부산광역시","사하구","신평동","5"
"20170901","금","02","부산광역시","사하구","하단동","5"
"20170901","금","02","부산광역시","서구","부민동1가","5"
"20170901","금","02","부산광역시","수영구","광안동","5"
"20170901","금","02","부산광역시","연제구","거제동","5"
"20170901","금","02","부산광역시","연제구","연산동","5"
"20170901","금","02","부산광역시","해운대구","송정동","5"
"20170901","금","02","부산광역시","해운대구","우동","9"
"20170901","금","02","부산광역시","해운대구","좌동","5"
"20170901","금","03","부산광역시","강서구","대저1동","5"
"20170901","금","03","부산광역시","금정구","구서동","5"
"20170901","금","03","부산광역시","금정구","두구동","5"
"20170901","금","03","부산광역시","기장군","기장읍","5"
"20170901","금","03","부산광역시","기장군","정관면","5"
"20170901","금","03","부산광역시","기장군","정관읍","5"
"20170901","금","03","부산광역시","남구","대연동","5"
"20170901","금","03","부산광역시","동래구","명륜동","5"
"20170901","금","03","부산광역시","동래구","안락동","5"
"20170901","금","03","부산광역시","부산진구","부암동","5"
"20170901","금","03","부산광역시","북구","구포동","5"
"20170901","금","03","부산광역시","북구","만덕동","5"
"20170901","금","03","부산광역시","사상구","주례동","5"
"20170901","금","03","부산광역시","사상구","학장동","5"
"20170901","금","03","부산광역시","사하구","다대동","5"
"20170901","금","03","부산광역시","사하구","신평동","5"
"20170901","금","03","부산광역시","서구","동대신동3가","5"
"20170901","금","03","부산광역시","수영구","광안동","5"
"20170901","금","03","부산광역시","연제구","연산동","5"
"20170901","금","03","부산광역시","영도구","영선동3가","5"
"20170901","금","03","부산광역시","해운대구","반송동","5"
"20170901","금","03","부산광역시","해운대구","송정동","5"
"20170901","금","03","부산광역시","해운대구","우동","7"
"20170901","금","03","부산광역시","해운대구","재송동","5"
"20170901","금","03","부산광역시","해운대구","좌동","6"
"20170901","금","04","부산광역시","금정구","구서동","5"
"20170901","금","04","부산광역시","기장군","기장읍","5"
"20170901","금","04","부산광역시","기장군","정관면","5"
"20170901","금","04","부산광역시","남구","대연동","6"
"20170901","금","04","부산광역시","남구","용호동","5"
"20170901","금","04","부산광역시","동래구","명륜동","5"
"20170901","금","04","부산광역시","동래구","사직동","5"
"20170901","금","04","부산광역시","동래구","안락동","8"
"20170901","금","04","부산광역시","동래구","온천동","5"
"20170901","금","04","부산광역시","부산진구","범전동","5"
"20170901","금","04","부산광역시","부산진구","부암동","7"
"20170901","금","04","부산광역시","북구","구포동","5"
"20170901","금","04","부산광역시","사상구","괘법동","5"
"20170901","금","04","부산광역시","사상구","모라동","5"
"20170901","금","04","부산광역시","사상구","주례동","5"
"20170901","금","04","부산광역시","사상구","학장동","5"
"20170901","금","04","부산광역시","사하구","감천동","5"
"20170901","금","04","부산광역시","사하구","신평동","10"
"20170901","금","04","부산광역시","서구","부민동1가","7"
"20170901","금","04","부산광역시","서구","암남동","5"
"20170901","금","04","부산광역시","수영구","광안동","8"
"20170901","금","04","부산광역시","연제구","연산동","9"
"20170901","금","04","부산광역시","영도구","영선동3가","5"
"20170901","금","04","부산광역시","해운대구","우동","10"
"20170901","금","04","부산광역시","해운대구","좌동","7"
"20170901","금","04","부산광역시","해운대구","중동","5"
"20170901","금","05","부산광역시","강서구","대저2동","5"
"20170901","금","05","부산광역시","강서구","신호동","5"
"20170901","금","05","부산광역시","금정구","구서동","6"
"20170901","금","05","부산광역시","금정구","부곡동","5"
"20170901","금","05","부산광역시","기장군","정관면","7"
"20170901","금","05","부산광역시","기장군","정관읍","5"
"20170901","금","05","부산광역시","남구","대연동","10"
"20170901","금","05","부산광역시","남구","문현동","5"
"20170901","금","05","부산광역시","남구","용호동","5"
"20170901","금","05","부산광역시","동구","수정동","5"
"20170901","금","05","부산광역시","동래구","명륜동","12"
"20170901","금","05","부산광역시","동래구","안락동","8"
"20170901","금","05","부산광역시","부산진구","범천동","5"
"20170901","금","05","부산광역시","부산진구","부암동","24"
"20170901","금","05","부산광역시","북구","구포동","15"
"20170901","금","05","부산광역시","북구","만덕동","5"
"20170901","금","05","부산광역시","사상구","괘법동","5"
"20170901","금","05","부산광역시","사상구","모라동","5"
"20170901","금","05","부산광역시","사상구","삼락동","5"
"20170901","금","05","부산광역시","사상구","주례동","5"
"20170901","금","05","부산광역시","사상구","학장동","5"
"20170901","금","05","부산광역시","사하구","구평동","5"
"20170901","금","05","부산광역시","사하구","다대동","5"
"20170901","금","05","부산광역시","사하구","신평동","13"
"20170901","금","05","부산광역시","사하구","하단동","5"
"20170901","금","05","부산광역시","서구","부민동1가","5"
"20170901","금","05","부산광역시","수영구","광안동","5"
"20170901","금","05","부산광역시","연제구","연산동","6"
"20170901","금","05","부산광역시","영도구","동삼동","5"
"20170901","금","05","부산광역시","영도구","영선동3가","5"
"20170901","금","05","부산광역시","해운대구","반송동","5"
"20170901","금","05","부산광역시","해운대구","반여동","5"
