"기준년월일","요일","시간대","발신지_시도","발신지_시군구","발신지_읍면동","통화건수"
"20190901","일","00","부산광역시","강서구","대저2동","5"
"20190901","일","00","부산광역시","강서구","신호동","5"
"20190901","일","00","부산광역시","금정구","구서동","13"
"20190901","일","00","부산광역시","기장군","기장읍","5"
"20190901","일","00","부산광역시","기장군","철마면","5"
"20190901","일","00","부산광역시","기장군","정관면","16"
"20190901","일","00","부산광역시","남구","대연동","5"
"20190901","일","00","부산광역시","동구","수정동","5"
"20190901","일","00","부산광역시","동구","범일동","5"
"20190901","일","00","부산광역시","동래구","안락동","12"
"20190901","일","00","부산광역시","동래구","온천동","5"
"20190901","일","00","부산광역시","부산진구","부암동","19"
"20190901","일","00","부산광역시","부산진구","초읍동","5"
"20190901","일","00","부산광역시","북구","덕천동","11"
"20190901","일","00","부산광역시","북구","구포동","5"
"20190901","일","00","부산광역시","사상구","학장동","9"
"20190901","일","00","부산광역시","사상구","괘법동","5"
"20190901","일","00","부산광역시","사하구","신평동","8"
"20190901","일","00","부산광역시","서구","부민동1가","11"
"20190901","일","00","부산광역시","수영구","광안동","29"
"20190901","일","00","부산광역시","연제구","연산동","6"
"20190901","일","00","부산광역시","영도구","남항동2가","5"
"20190901","일","00","부산광역시","해운대구","좌동","6"
"20190901","일","00","부산광역시","해운대구","반송동","5"
"20190901","일","00","부산광역시","해운대구","우동","10"
"20190901","일","00","부산광역시","해운대구","중동","5"
"20190901","일","00","부산광역시","해운대구","송정동","5"
"20190901","일","01","부산광역시","강서구","대저2동","5"
"20190901","일","01","부산광역시","금정구","선동","5"
"20190901","일","01","부산광역시","금정구","구서동","8"
"20190901","일","01","부산광역시","기장군","기장읍","5"
"20190901","일","01","부산광역시","기장군","정관면","9"
"20190901","일","01","부산광역시","기장군","일광면","5"
"20190901","일","01","부산광역시","남구","대연동","8"
"20190901","일","01","부산광역시","동구","수정동","5"
"20190901","일","01","부산광역시","동래구","명륜동","5"
"20190901","일","01","부산광역시","동래구","안락동","6"
"20190901","일","01","부산광역시","동래구","온천동","5"
"20190901","일","01","부산광역시","부산진구","전포동","5"
"20190901","일","01","부산광역시","부산진구","부암동","8"
"20190901","일","01","부산광역시","북구","덕천동","5"
"20190901","일","01","부산광역시","사상구","괘법동","5"
"20190901","일","01","부산광역시","사상구","학장동","5"
"20190901","일","01","부산광역시","사하구","신평동","5"
"20190901","일","01","부산광역시","서구","부민동1가","5"
"20190901","일","01","부산광역시","서구","암남동","5"
"20190901","일","01","부산광역시","수영구","광안동","8"
"20190901","일","01","부산광역시","연제구","연산동","5"
"20190901","일","01","부산광역시","영도구","남항동2가","5"
"20190901","일","01","부산광역시","해운대구","중동","5"
"20190901","일","01","부산광역시","해운대구","좌동","7"
"20190901","일","01","부산광역시","해운대구","우동","7"
"20190901","일","02","부산광역시","강서구","명지동","5"
"20190901","일","02","부산광역시","금정구","구서동","5"
"20190901","일","02","부산광역시","기장군","정관면","7"
"20190901","일","02","부산광역시","남구","대연동","6"
"20190901","일","02","부산광역시","동구","수정동","5"
"20190901","일","02","부산광역시","동래구","안락동","5"
"20190901","일","02","부산광역시","동래구","온천동","6"
"20190901","일","02","부산광역시","부산진구","개금동","5"
"20190901","일","02","부산광역시","부산진구","부암동","7"
"20190901","일","02","부산광역시","부산진구","부전동","5"
"20190901","일","02","부산광역시","북구","덕천동","5"
"20190901","일","02","부산광역시","사하구","신평동","5"
"20190901","일","02","부산광역시","사하구","괴정동","5"
"20190901","일","02","부산광역시","서구","암남동","5"
"20190901","일","02","부산광역시","서구","부민동1가","6"
"20190901","일","02","부산광역시","수영구","광안동","5"
"20190901","일","02","부산광역시","연제구","연산동","5"
"20190901","일","02","부산광역시","영도구","남항동2가","5"
"20190901","일","02","부산광역시","해운대구","좌동","9"
"20190901","일","02","부산광역시","해운대구","우동","7"
"20190901","일","03","부산광역시","기장군","기장읍","5"
"20190901","일","03","부산광역시","기장군","정관면","8"
"20190901","일","03","부산광역시","남구","대연동","9"
"20190901","일","03","부산광역시","동구","수정동","5"
"20190901","일","03","부산광역시","동래구","안락동","5"
"20190901","일","03","부산광역시","동래구","온천동","5"
"20190901","일","03","부산광역시","부산진구","당감동","5"
"20190901","일","03","부산광역시","부산진구","부암동","7"
"20190901","일","03","부산광역시","북구","덕천동","5"
"20190901","일","03","부산광역시","사상구","학장동","5"
"20190901","일","03","부산광역시","사하구","신평동","5"
"20190901","일","03","부산광역시","수영구","광안동","5"
"20190901","일","03","부산광역시","연제구","연산동","5"
"20190901","일","03","부산광역시","영도구","남항동2가","5"
"20190901","일","03","부산광역시","해운대구","우동","5"
"20190901","일","03","부산광역시","해운대구","좌동","5"
"20190901","일","03","부산광역시","해운대구","중동","5"
"20190901","일","04","부산광역시","금정구","구서동","5"
"20190901","일","04","부산광역시","기장군","정관면","7"
"20190901","일","04","부산광역시","기장군","기장읍","5"
"20190901","일","04","부산광역시","남구","대연동","5"
"20190901","일","04","부산광역시","동구","수정동","5"
"20190901","일","04","부산광역시","동래구","온천동","5"
"20190901","일","04","부산광역시","동래구","안락동","5"
"20190901","일","04","부산광역시","부산진구","부암동","14"
"20190901","일","04","부산광역시","부산진구","초읍동","5"
"20190901","일","04","부산광역시","북구","덕천동","6"
"20190901","일","04","부산광역시","사상구","학장동","5"
"20190901","일","04","부산광역시","사하구","신평동","7"
"20190901","일","04","부산광역시","서구","부민동1가","5"
"20190901","일","04","부산광역시","수영구","광안동","5"
"20190901","일","04","부산광역시","수영구","민락동","5"
"20190901","일","04","부산광역시","연제구","연산동","6"
"20190901","일","04","부산광역시","해운대구","좌동","5"
"20190901","일","04","부산광역시","해운대구","우동","6"
"20190901","일","04","부산광역시","해운대구","중동","5"
"20190901","일","05","부산광역시","강서구","명지동","5"
"20190901","일","05","부산광역시","강서구","대저2동","5"
"20190901","일","05","부산광역시","금정구","구서동","7"
"20190901","일","05","부산광역시","기장군","정관면","9"
"20190901","일","05","부산광역시","기장군","장안읍","5"
"20190901","일","05","부산광역시","기장군","기장읍","5"
"20190901","일","05","부산광역시","남구","대연동","5"
"20190901","일","05","부산광역시","동구","수정동","5"
"20190901","일","05","부산광역시","동래구","안락동","6"
"20190901","일","05","부산광역시","동래구","온천동","7"
"20190901","일","05","부산광역시","부산진구","범전동","5"
"20190901","일","05","부산광역시","부산진구","부암동","21"
"20190901","일","05","부산광역시","북구","화명동","5"
"20190901","일","05","부산광역시","북구","구포동","5"
"20190901","일","05","부산광역시","북구","덕천동","18"
"20190901","일","05","부산광역시","사상구","괘법동","5"
"20190901","일","05","부산광역시","사상구","학장동","5"
"20190901","일","05","부산광역시","사하구","괴정동","5"
"20190901","일","05","부산광역시","사하구","신평동","6"
"20190901","일","05","부산광역시","서구","부민동1가","6"
"20190901","일","05","부산광역시","수영구","광안동","5"
"20190901","일","05","부산광역시","수영구","민락동","5"
"20190901","일","05","부산광역시","연제구","연산동","6"
"20190901","일","05","부산광역시","영도구","남항동2가","5"
"20190901","일","05","부산광역시","해운대구","송정동","5"
"20190901","일","05","부산광역시","해운대구","좌동","9"
"20190901","일","05","부산광역시","해운대구","우동","8"
"20190901","일","06","부산광역시","금정구","구서동","8"
"20190901","일","06","부산광역시","금정구","장전동","5"
"20190901","일","06","부산광역시","기장군","기장읍","5"
"20190901","일","06","부산광역시","기장군","정관면","5"
"20190901","일","06","부산광역시","남구","대연동","7"
"20190901","일","06","부산광역시","동구","수정동","5"
"20190901","일","06","부산광역시","동래구","안락동","13"
"20190901","일","06","부산광역시","동래구","온천동","9"
"20190901","일","06","부산광역시","부산진구","부암동","16"
"20190901","일","06","부산광역시","부산진구","당감동","5"
"20190901","일","06","부산광역시","북구","덕천동","18"
"20190901","일","06","부산광역시","사상구","학장동","6"
"20190901","일","06","부산광역시","사하구","신평동","9"
"20190901","일","06","부산광역시","서구","부민동1가","7"
"20190901","일","06","부산광역시","수영구","광안동","10"
"20190901","일","06","부산광역시","연제구","연산동","5"
"20190901","일","06","부산광역시","영도구","남항동2가","6"
"20190901","일","06","부산광역시","해운대구","반송동","5"
"20190901","일","06","부산광역시","해운대구","좌동","5"
"20190901","일","06","부산광역시","해운대구","우동","13"
"20190901","일","07","부산광역시","강서구","신호동","5"
"20190901","일","07","부산광역시","강서구","대저2동","5"
"20190901","일","07","부산광역시","금정구","구서동","8"
"20190901","일","07","부산광역시","기장군","장안읍","5"
"20190901","일","07","부산광역시","기장군","정관면","5"
"20190901","일","07","부산광역시","기장군","기장읍","5"
"20190901","일","07","부산광역시","남구","대연동","9"
"20190901","일","07","부산광역시","동구","수정동","5"
"20190901","일","07","부산광역시","동래구","온천동","7"
"20190901","일","07","부산광역시","동래구","안락동","10"
"20190901","일","07","부산광역시","부산진구","부암동","11"
"20190901","일","07","부산광역시","북구","덕천동","21"
"20190901","일","07","부산광역시","사상구","학장동","12"
"20190901","일","07","부산광역시","사하구","당리동","5"
"20190901","일","07","부산광역시","사하구","신평동","14"
"20190901","일","07","부산광역시","서구","부민동1가","6"
"20190901","일","07","부산광역시","수영구","광안동","6"
"20190901","일","07","부산광역시","연제구","연산동","7"
"20190901","일","07","부산광역시","영도구","남항동2가","5"
"20190901","일","07","부산광역시","해운대구","우동","13"
"20190901","일","07","부산광역시","해운대구","좌동","9"
"20190901","일","08","부산광역시","금정구","구서동","15"
"20190901","일","08","부산광역시","기장군","장안읍","5"
"20190901","일","08","부산광역시","기장군","정관면","8"
"20190901","일","08","부산광역시","기장군","기장읍","9"
"20190901","일","08","부산광역시","남구","대연동","14"
"20190901","일","08","부산광역시","동구","수정동","5"
"20190901","일","08","부산광역시","동래구","안락동","12"
"20190901","일","08","부산광역시","동래구","온천동","12"
"20190901","일","08","부산광역시","부산진구","부암동","24"
"20190901","일","08","부산광역시","북구","덕천동","21"
"20190901","일","08","부산광역시","사상구","괘법동","5"
"20190901","일","08","부산광역시","사상구","학장동","5"
"20190901","일","08","부산광역시","사하구","장림동","5"
"20190901","일","08","부산광역시","사하구","신평동","15"
"20190901","일","08","부산광역시","서구","부민동1가","7"
"20190901","일","08","부산광역시","서구","암남동","5"
"20190901","일","08","부산광역시","서구","서대신동3가","5"
"20190901","일","08","부산광역시","수영구","망미동","5"
"20190901","일","08","부산광역시","수영구","광안동","7"
"20190901","일","08","부산광역시","연제구","연산동","5"
"20190901","일","08","부산광역시","영도구","남항동2가","6"
"20190901","일","08","부산광역시","중구","보수동1가","5"
"20190901","일","08","부산광역시","해운대구","좌동","10"
"20190901","일","08","부산광역시","해운대구","반송동","5"
